key	family	domain	numericSlotCandidate	totalCount	readCount	writeCount	fileCount	topFiles
CFLAG:COUNT:140	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:140	18	18	0	8	original-game/ERB/システム関係/LYCEE.ERB (9) | original-game/ERB/イベント関係/EVENT_TURNEND.ERB (2) | original-game/ERB/システム関係/SHOP_MAIN.ERB (2)
CSTR:COUNT:7	CSTR	text|people|body|missingMapping	CSTR:7	18	18	0	4	original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB (13) | original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (2) | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (2)
CSTR:COUNT:9	CSTR	text|people|body|missingMapping	CSTR:9	18	18	0	2	original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB (11) | original-game/ERB/イベント関係/BLACKGIRL.ERB (7)
EXP:55	EXP	people|body|missingMapping	EXP:55	18	15	3	5	original-game/ERB/指導関係/COMF100.ERB (12) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (2) | original-game/ERB/能力上昇関係/ABLUP41.ERB (2)
FLAG:52	FLAG	world|missingMapping	FLAG:52	18	2	16	4	original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (8) | original-game/ERB/娼館関係/WORK_S_LUNCHSTALL.ERB (8) | original-game/ERB/娼館関係/WORK_S_SEXORGY.ERB (1)
PALAM:4	PALAM	body|feature-session	PALAM:4	18	18	0	3	original-game/ERB/指導関係/COMF56.ERB (9) | original-game/ERB/指導関係/COMORDER.ERB (5) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (4)
STAIN:PLAYER:3	STAIN	body	STAIN:3	18	13	5	5	original-game/ERB/指導関係/COMF61.ERB (6) | original-game/ERB/指導関係/COMF69.ERB (6) | original-game/ERB/指導関係/COMF24.ERB (2)
TALENT:103	TALENT	people|body|missingMapping	TALENT:103	18	15	3	12	original-game/ERB/指導関係/COMF3.ERB (3) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2) | original-game/ERB/指導関係/COMF125.ERB (2)
TALENT:124	TALENT	people|body|missingMapping	TALENT:124	18	18	0	10	original-game/ERB/指導関係/COMF89.ERB (4) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (3) | original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB (2)
TALENT:413	TALENT	people|body|missingMapping	TALENT:413	18	18	0	11	original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB (2) | original-game/ERB/指導関係/COMF125.ERB (2) | original-game/ERB/指導関係/COMF126.ERB (2)
TALENT:78	TALENT	people|body|missingMapping	TALENT:78	18	15	3	9	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (7) | original-game/ERB/能力上昇関係/ABLUP1.ERB (3) | original-game/ERB/能力上昇関係/ABLUP31.ERB (2)
TALENT:87	TALENT	people|body|missingMapping	TALENT:87	18	16	2	11	original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB (6) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2) | original-game/ERB/能力上昇関係/ABLUP20.ERB (2)
TALENT:COUNT:203	TALENT	people|body|missingMapping	TALENT:203	18	17	1	9	original-game/ERB/システム関係/CALC_EXABL.ERB (6) | original-game/ERB/イベント関係/職業素質系/IDOL_PRODUCE.ERB (4) | original-game/ERB/イベント関係/職業素質系/SCOUT.ERB (2)
TALENT:COUNT:50	TALENT	people|body|missingMapping	TALENT:50	18	15	3	2	original-game/ERB/システム関係/CALC_EXABL.ERB (15) | original-game/ERB/訪問関係/IKUMI_LABO_CALC.ERB (3)
A:3	A	script		17	7	10	3	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (11) | original-game/ERB/システム関係/SELL_CHARA.ERB (3) | original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB (3)
BASE:(LOCAL:1):9	BASE	body|people	BASE:9	17	17	0	2	original-game/ERB/イベント関係/EVENT_MAEKOJO.ERB (16) | original-game/ERB/システム関係/LYCEE.ERB (1)
BASE:7	BASE	body|people	BASE:7	17	3	14	1	original-game/ERB/システム関係/SYSTEM_BIRTHDAY.ERB (17)
BASE:COUNT:9	BASE	body|people	BASE:9	17	14	3	10	original-game/ERB/イベント関係/BLACKGIRL.ERB (3) | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (3) | original-game/ERB/システム関係/SYSTEM_BIRTHDAY.ERB (3)
CFLAG:31	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:31	17	11	6	3	original-game/ERB/イベント関係/EVENT_ADDICT.ERB (15) | original-game/ERB/指導関係/COMF51.ERB (1) | original-game/ERB/指導関係/COMF72.ERB (1)
CFLAG:ASSI:15	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:15	17	3	14	3	original-game/ERB/指導関係/COMF62.ERB (9) | original-game/ERB/娼館関係/WORK_S_STRIP.ERB (6) | original-game/ERB/指導関係/COMF65.ERB (2)
CFLAG:MASTER:660	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:660	17	12	5	1	original-game/ERB/訪問関係/ELLEN_MISSION_DETAIL.ERB (17)
EXPNAME:20	EXPNAME	catalog	EXPNAME:20	17	17	0	9	original-game/ERB/イベント関係/NTR関係/MOLESTER_DETAIL.ERB (5) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (3) | original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (2)
ITEM:24	ITEM	inventory	ITEM:24	17	11	6	8	original-game/ERB/システム関係/CHEAT.ERB (4) | original-game/ERB/指導関係/USERCOM.ERB (3) | original-game/ERB/イベント関係/EGG_ITEM.ERB (2)
NAME:PLAYER	NAME	people|text		17	17	0	8	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (6) | original-game/ERB/指導関係/COMF67.ERB (3) | original-game/ERB/指導関係/COMF24.ERB (2)
TALENT:26	TALENT	people|body|missingMapping	TALENT:26	17	13	4	11	original-game/ERB/イベント関係/EVENT_ADDICT.ERB (6) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (2) | original-game/ERB/イベント関係/NTR関係/BOYFRIEND_LOOKSCHANGE.ERB (1)
TALENT:73	TALENT	people|body|missingMapping	TALENT:73	17	17	0	12	original-game/ERB/能力上昇関係/ABLUP11.ERB (5) | original-game/ERB/能力上昇関係/ABLUP10.ERB (2) | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (1)
TALENT:77	TALENT	people|body|missingMapping	TALENT:77	17	14	3	7	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (7) | original-game/ERB/能力上昇関係/ABLUP3.ERB (3) | original-game/ERB/ＡＶ撮影関係/撮影シーン関連/SCENE05_AV_HARDANALSEX.ERB (3)
TALENT:TARGET:157	TALENT	people|body|missingMapping	TALENT:157	17	17	0	1	original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (17)
TEQUIP:151	TEQUIP	feature-session|interaction|equipment|missingMapping	TEQUIP:151	17	15	2	7	original-game/ERB/指導関係/COMF3.ERB (5) | original-game/ERB/指導関係/COMF150.ERB (4) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (3)
TFLAG:48	TFLAG	feature-session|interaction|missingMapping	TFLAG:48	17	10	7	1	original-game/ERB/システム関係/衣服/FUNC_CLOTH.ERB (17)
TFLAG:895	TFLAG	feature-session|interaction|missingMapping	TFLAG:895	17	11	6	1	original-game/ERB/システム関係/PASSOUT.ERB (17)
CFLAG:164	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:164	16	7	9	6	original-game/ERB/システム関係/初体験/LOSTVIRGIN_DETAIL.ERB (7) | original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (3) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (3)
CFLAG:43	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:43	16	10	6	4	original-game/ERB/システム関係/衣服/FUNC_CLOTH.ERB (7) | original-game/ERB/システム関係/衣服/SHOP_TAILOR.ERB (7) | original-game/ERB/指導関係/COMF110.ERB (1)
CFLAG:55	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:55	16	10	6	1	original-game/ERB/娼館関係/WORK_S_SEXORGY.ERB (16)
CFLAG:611	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:611	16	10	6	8	original-game/ERB/システム関係/GENITALFORM.ERB (5) | original-game/ERB/システム関係/SYSTEM_IWS.ERB (3) | original-game/ERB/指導関係/COMF24.ERB (2)
CFLAG:684	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:684	16	12	4	5	original-game/ERB/システム関係/PLEASE.ERB (12) | original-game/ERB/イベント関係/ADD_ANGEL.ERB (1) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
CFLAG:831	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:831	16	12	4	5	original-game/ERB/システム関係/初体験/LOSTANALVIRGIN_DETAIL.ERB (12) | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (1) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (1)
CFLAG:COUNT:6	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:6	16	9	7	2	original-game/ERB/イベント関係/EVENT_TURNEND.ERB (10) | original-game/ERB/システム関係/SYSTEM_CONFIG.ERB (6)
CFLAG:COUNT:600	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:600	16	15	1	2	original-game/ERB/システム関係/衣服/FUNC_HAIRSTYLE.ERB (15) | original-game/ERB/イベント関係/職業素質系/C_CLUB_GIRLNAME.ERB (1)
CFLAG:COUNT:690	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:690	16	16	0	1	original-game/ERB/イベント関係/NTR関係/MOLESTER.ERB (16)
CFLAG:LOCAL:16	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:16	16	11	5	5	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (10) | original-game/ERB/システム関係/LYCEE.ERB (2) | original-game/ERB/ミッション関係/キャラ/MISSION_4_MIYA.ERB (2)
CSTR:85	CSTR	text|people|body|missingMapping	CSTR:85	16	7	9	1	original-game/ERB/システム関係/GENITAL_SLANG.ERB (16)
EXP:10	EXP	people|body|missingMapping	EXP:10	16	6	10	8	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (4) | original-game/ERB/指導関係/COMF3.ERB (2) | original-game/ERB/指導関係/COMF7.ERB (2)
EXP:57	EXP	people|body|missingMapping	EXP:57	16	12	4	4	original-game/ERB/指導関係/COMF51.ERB (5) | original-game/ERB/指導関係/COMF52.ERB (5) | original-game/ERB/指導関係/COMF72.ERB (5)
FLAG:38	FLAG	world|missingMapping	FLAG:38	16	14	2	6	original-game/ERB/システム関係/SYSTEM_CONFIG.ERB (5) | original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (4) | original-game/ERB/システム関係/SYSTEM_IWS.ERB (3)
PALAM:A	PALAM	body|feature-session		16	16	0	1	original-game/ERB/指導関係/TRAIN_MAIN.ERB (16)
PALAM:COUNT	PALAM	body|feature-session		16	16	0	1	original-game/ERB/指導関係/TRAIN_MAIN.ERB (16)
PALAMNAME:4	PALAMNAME	catalog	PALAMNAME:4	16	16	0	7	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (8) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (3) | original-game/ERB/イベント関係/EVENT_MORNING.ERB (1)
PALAMNAME:7	PALAMNAME	catalog	PALAMNAME:7	16	16	0	12	original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (4) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (2) | original-game/ERB/イベント関係/EVENT_MORNING.ERB (1)
STAIN:ASSI:2	STAIN	body	STAIN:2	16	6	10	5	original-game/ERB/指導関係/COMF64.ERB (8) | original-game/ERB/指導関係/COMF66.ERB (5) | original-game/ERB/指導関係/COMF35.ERB (1)
T:1	T	script		16	12	4	4	original-game/ERB/指導関係/COMF110.ERB (7) | original-game/ERB/娼館関係/WORK_S_SUB.ERB (5) | original-game/ERB/娼館関係/WORK_S_SEXORGY.ERB (3)
TALENT:104	TALENT	people|body|missingMapping	TALENT:104	16	14	2	11	original-game/ERB/指導関係/COMF3.ERB (3) | original-game/ERB/指導関係/COMF125.ERB (2) | original-game/ERB/指導関係/COMF90.ERB (2)
TALENT:107	TALENT	people|body|missingMapping	TALENT:107	16	13	3	14	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (2) | original-game/ERB/指導関係/COMF16.ERB (2) | original-game/ERB/イベント関係/ADD_CATASTROPH.ERB (1)
TALENT:14	TALENT	people|body|missingMapping	TALENT:14	16	15	1	8	original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (5) | original-game/ERB/イベント関係/EVENT_BEFORETRAIN.ERB (4) | original-game/ERB/能力上昇関係/ABLUP21.ERB (2)
TALENT:504	TALENT	people|body|missingMapping	TALENT:504	16	16	0	9	original-game/ERB/システム関係/SHOP_MAIN.ERB (5) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (4) | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (1)
TALENT:518	TALENT	people|body|missingMapping	TALENT:518	16	15	1	8	original-game/ERB/システム関係/INFO.ERB (5) | original-game/ERB/イベント関係/誕生日関係/SHOP_BIRTHDAY.ERB (3) | original-game/ERB/システム関係/SHOP_MAIN.ERB (2)
TALENT:COUNT:184	TALENT	people|body|missingMapping	TALENT:184	16	12	4	12	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (2) | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (2) | original-game/ERB/イベント関係/NTR関係/COMPA.ERB (2)
TALENTNAME:20	TALENTNAME	catalog	TALENTNAME:20	16	16	0	7	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (10) | original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (1) | original-game/ERB/指導関係/COMF125.ERB (1)
TFLAG:402	TFLAG	feature-session|interaction|missingMapping	TFLAG:402	16	15	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (16)
TFLAG:413	TFLAG	feature-session|interaction|missingMapping	TFLAG:413	16	10	6	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (16)
ABL:LOCAL:11	ABL	people	ABL:11	15	9	6	3	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (11) | original-game/ERB/ミッション関係/キャラ/MISSION_20_NEWGENERATION.ERB (3) | original-game/ERB/ミッション関係/キャラ/MISSION_13_TOMOKO.ERB (1)
BASE:22	BASE	body|people	BASE:22	15	8	7	2	original-game/ERB/システム関係/SYSTEM_IWS.ERB (13) | original-game/ERB/システム関係/ビデオ周り/SET_VIDEOSALE.ERB (2)
BASE:MASTER:4	BASE	body|people	BASE:4	15	9	6	2	original-game/ERB/指導関係/COMF89.ERB (8) | original-game/ERB/指導関係/TRAIN_MAIN.ERB (7)
CFLAG:160	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:160	15	5	10	7	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (7) | original-game/ERB/システム関係/初体験/LOSTVIRGIN_DETAIL.ERB (3) | original-game/ERB/イベント関係/NTR関係/BOYFRIEND.ERB (1)
CFLAG:621	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:621	15	11	4	6	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (5) | original-game/ERB/システム関係/PLEASE.ERB (4) | original-game/ERB/システム関係/PROF.ERB (3)
CFLAG:MASTER:750	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:750	15	12	3	1	original-game/ERB/訪問関係/ELLEN_MISSION_DETAIL.ERB (15)
EXPNAME:2	EXPNAME	catalog	EXPNAME:2	15	15	0	10	original-game/ERB/イベント関係/NTR関係/MOLESTER_DETAIL.ERB (4) | original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (2) | original-game/ERB/能力上昇関係/ABLUP16.ERB (2)
EXPNAME:22	EXPNAME	catalog	EXPNAME:22	15	15	0	15	original-game/ERB/イベント関係/BLACKGIRL.ERB (1) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (1) | original-game/ERB/イベント関係/EVENT_MORNING.ERB (1)
LOCAL:5	LOCAL	script		15	7	8	5	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (5) | original-game/ERB/クリアボーナス関係/CLEARBONUS.ERB (4) | original-game/ERB/ZNAME.ERB (3)
NAME:ARG	NAME	people|text		15	15	0	12	original-game/ERB/イベント関係/職業素質系/JOB_EXEC.ERB (3) | original-game/ERB/システム関係/アルバイト関係/ARBEIT.ERB (2) | original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (1)
T:2	T	script		15	6	9	5	original-game/ERB/指導関係/COMF110.ERB (7) | original-game/ERB/娼館関係/WORK_S_STRIP.ERB (3) | original-game/ERB/娼館関係/WORK_S_SUB.ERB (3)
TALENT:108	TALENT	people|body|missingMapping	TALENT:108	15	13	2	14	original-game/ERB/指導関係/COMF16.ERB (2) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (1) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (1)
TALENT:113	TALENT	people|body|missingMapping	TALENT:113	15	9	6	10	original-game/ERB/イベント関係/ADD_ANGEL.ERB (2) | original-game/ERB/イベント関係/SUCCUBUS_STATUS.ERB (2) | original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (2)
TALENT:402	TALENT	people|body|missingMapping	TALENT:402	15	14	1	8	original-game/ERB/システム関係/INFO.ERB (6) | original-game/ERB/システム関係/PLEASE.ERB (2) | original-game/ERB/訪問関係/EUNICE_LABO_DETAIL.ERB (2)
TALENT:TARGET:432	TALENT	people|body|missingMapping	TALENT:432	15	15	0	2	original-game/ERB/システム関係/ビデオ周り/SPECIAL_TITLE.ERB (14) | original-game/ERB/システム関係/GENITAL_SLANG.ERB (1)
TALENTNAME:13	TALENTNAME	catalog	TALENTNAME:13	15	15	0	4	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (12) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (1) | original-game/ERB/指導関係/COMORDER.ERB (1)
TEQUIP:152	TEQUIP	feature-session|interaction|equipment|missingMapping	TEQUIP:152	15	13	2	7	original-game/ERB/指導関係/COMF3.ERB (5) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_B.ERB (3) | original-game/ERB/指導関係/COMF150.ERB (2)
TFLAG:42	TFLAG	feature-session|interaction|missingMapping	TFLAG:42	15	1	14	9	original-game/ERB/指導関係/COMF20.ERB (2) | original-game/ERB/指導関係/COMF21.ERB (2) | original-game/ERB/指導関係/COMF26.ERB (2)
TFLAG:421	TFLAG	feature-session|interaction|missingMapping	TFLAG:421	15	14	1	1	original-game/ERB/システム関係/面接/INTERVIEW.ERB (15)
TFLAG:49	TFLAG	feature-session|interaction|missingMapping	TFLAG:49	15	7	8	1	original-game/ERB/システム関係/衣服/FUNC_CLOTH.ERB (15)
TFLAG:70	TFLAG	feature-session|interaction|missingMapping	TFLAG:70	15	11	4	4	original-game/ERB/指導関係/COMF53.ERB (10) | original-game/ERB/システム関係/ビデオ周り/SELL_VIDEO.ERB (3) | original-game/ERB/システム関係/INFO.ERB (1)
TFLAG:9	TFLAG	feature-session|interaction|missingMapping	TFLAG:9	15	7	8	7	original-game/ERB/システム関係/SYSTEM_SOURCE.ERB (4) | original-game/ERB/イベント関係/EVENT_TRAIN_MESSAGE_A.ERB (2) | original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (2)
U:8	U	script		15	4	11	3	original-game/ERB/娼館関係/WORK_S_STRIP.ERB (7) | original-game/ERB/娼館関係/WORK_S_CONCERT.ERB (4) | original-game/ERB/娼館関係/WORK_S_LUNCHSTALL.ERB (4)
A:1	A	script		14	4	10	3	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (10) | original-game/ERB/システム関係/SELL_CHARA.ERB (3) | original-game/ERB/訪問関係/EUNICE_LABO_DETAIL.ERB (1)
A:10	A	script		14	3	11	2	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (12) | original-game/ERB/システム関係/SELL_CHARA.ERB (2)
A:11	A	script		14	3	11	2	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (12) | original-game/ERB/システム関係/SELL_CHARA.ERB (2)
A:12	A	script		14	3	11	2	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (12) | original-game/ERB/システム関係/SELL_CHARA.ERB (2)
A:13	A	script		14	3	11	2	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (12) | original-game/ERB/システム関係/SELL_CHARA.ERB (2)
A:14	A	script		14	3	11	2	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (12) | original-game/ERB/システム関係/SELL_CHARA.ERB (2)
A:15	A	script		14	3	11	2	original-game/ERB/システム関係/SELL_CHARA_ESTIMATE.ERB (12) | original-game/ERB/システム関係/SELL_CHARA.ERB (2)
ABL:COUNT:30	ABL	people	ABL:30	14	14	0	5	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (8) | original-game/ERB/イベント関係/BLACKGIRL.ERB (2) | original-game/ERB/娼館関係/WORK_S_KBPLAY.ERB (2)
ABL:LOCAL:3	ABL	people	ABL:3	14	7	7	1	original-game/ERB/クリアボーナス関係/CLEARBONUS_BOYFRIEND.ERB (14)
ABLNAME:17	ABLNAME	catalog	ABLNAME:17	14	14	0	10	original-game/ERB/システム関係/SYSTEM_SOURCE_SUB1.ERB (5) | original-game/ERB/システム関係/SELL_CHARA.ERB (1) | original-game/ERB/指導関係/COMF125.ERB (1)
BASE:10	BASE	body|people	BASE:10	14	10	4	4	original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (6) | original-game/ERB/イベント関係/EVENT_AFTERTRAIN.ERB (4) | original-game/ERB/システム関係/SHOP_MAIN.ERB (2)
BASE:40	BASE	body|people	BASE:40	14	10	4	3	original-game/ERB/指導関係/TRAIN_MAIN.ERB (10) | original-game/ERB/システム関係/INFO.ERB (3) | original-game/ERB/イベント関係/GET_SPECIALTALENT.ERB (1)
BASE:COUNT:8	BASE	body|people	BASE:8	14	12	2	2	original-game/ERB/システム関係/SYSTEM_CHARASORT.ERB (12) | original-game/ERB/システム関係/SYSTEM_BIRTHDAY.ERB (2)
CALLNAME:ARG	CALLNAME	people|text		14	14	0	10	original-game/ERB/システム関係/アルバイト関係/ARBEIT.ERB (5) | original-game/ERB/イベント関係/EVENT_PREGNANCY.ERB (1) | original-game/ERB/システム関係/アルバイト関係/ARBEIT_01_KANON.ERB (1)
CALLNAME:L	CALLNAME	people|text		14	14	0	1	original-game/ERB/イベント関係/EVENT_NEXTDAY.ERB (14)
CALLNAME:f_actor	CALLNAME	people|text		14	14	0	1	original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (14)
CALLNAME:s_actor	CALLNAME	people|text		14	14	0	1	original-game/ERB/イベント関係/EVENT_LESPLAY_NEW.ERB (14)
CFLAG:18	CFLAG	people|body|feature-state|world|missingMapping	CFLAG:18	14	8	6	5	original-game/ERB/娼館関係/WORK_S_STRIP.ERB (6) | original-game/ERB/指導関係/COMF180.ERB (2) | original-game/ERB/指導関係/COMF24.ERB (2)
